record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,First_year,First_month,First_day,First_date,Last_year,Last_month,Last_day,Last_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,hatchery,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin,Cleaned up release location,Cleaned up site name,LAT,LONG,Category,Bay_release,DistanceFromHatchery_in_meters,Ocean dist_FINAL,Excl,Notes,dist_hatch,dist_ocean
T,4.1,20140221,FWS,FWS,7,54469,12,,,,,1,3,2007,20080429,2008,4,29,39567,2008,5,1,39569,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,75,N,5000,224293,,,5000,270,0,674107,C,0.0012,32,833,,Resubmited2.21.14Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140221,FWS,FWS,7,54470,12,,,,,1,3,2007,20080429,2008,4,29,39567,2008,5,1,39569,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,73,N,5000,221255,,,5000,2373,0,671381,C,0.0106,23,848,,Resubmited2.21.14Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140221,FWS,FWS,7,54471,12,,,,,1,3,2007,20080429,2008,4,29,39567,2008,5,1,39569,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,76,N,5000,338491,,,5000,438,0,1017136,C,0.0013,33,773,,Resubmited2.21.14Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20090310,FWS,FWS,7,54399,12,,,,,1,3,2007,20080429,2008,4,29,39567,2008,5,1,39569,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,64,N,5000,110799,,,5000,263,0,333599,C,0.0024,16,846,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,C,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20090310,FWS,FWS,7,54464,12,,,,,1,3,2007,20080429,2008,4,29,39567,2008,5,1,39569,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,73,N,5000,227353,,,0,682784,,,C,0,21,752,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,C,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130320,FWS,FWS,7,55521,12,,,,,1,3,2011,20120501,2012,5,1,41030,2012,5,1,41030,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,74,N,5000,110545,,,0,331877,,,C,0,30,397,,Production; 880 fish trf to NOAA/UC Santa Cruz 5/1,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130320,FWS,FWS,7,55525,12,,,,,1,3,2011,20120501,2012,5,1,41030,2012,5,1,41030,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,63,N,5000,116492,,,0,349705,,,C,0,22,326,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130320,FWS,FWS,7,55515,12,,,,,1,3,2011,20120501,2012,5,1,41030,2012,5,1,41030,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,77,N,5000,116318,,,5000,1002,0,352214,C,0.0085,23,1054,,"Production; Tag retentions combined for 055513, 055515, and 055516",COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130320,FWS,FWS,7,55516,12,,,,,1,3,2011,20120501,2012,5,1,41030,2012,5,1,41030,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,77,N,5000,93426,,,5000,805,0,282885,C,0.0085,21,1054,,"Production; Tag retentions combined for 055513, 055515, and 055516",COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130320,FWS,FWS,7,55517,12,,,,,1,3,2011,20120501,2012,5,1,41030,2012,5,1,41030,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,75,N,5000,113261,,,5000,596,0,341821,C,0.0052,15,382,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130320,FWS,FWS,7,55518,12,,,,,1,3,2011,20120501,2012,5,1,41030,2012,5,1,41030,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,77,N,5000,96596,,,0,289966,,,C,0,13,400,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130320,FWS,FWS,7,55519,12,,,,,1,3,2011,20120501,2012,5,1,41030,2012,5,1,41030,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,75,N,5000,119684,,,0,359201,,,C,0,12,402,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130320,FWS,FWS,7,55520,12,,,,,1,3,2011,20120501,2012,5,1,41030,2012,5,1,41030,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,74,N,5000,111093,,,0,333472,,,C,0,31,394,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130320,FWS,FWS,7,55522,12,,,,,1,3,2011,20120501,2012,5,1,41030,2012,5,1,41030,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,73,N,5000,118451,,,0,355545,,,C,0,29,400,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130320,FWS,FWS,7,55523,12,,,,,1,3,2011,20120501,2012,5,1,41030,2012,5,1,41030,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,66,N,5000,126404,,,0,379458,,,C,0,25,469,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130320,FWS,FWS,7,55524,12,,,,,1,3,2011,20120501,2012,5,1,41030,2012,5,1,41030,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,67,N,5000,119849,,,0,359755,,,C,0,23,398,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130320,FWS,FWS,7,55526,12,,,,,1,3,2011,20120501,2012,5,1,41030,2012,5,1,41030,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,62,N,5000,107431,,,0,322443,,,C,0,18,402,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140604,FWS,FWS,7,53798,12,,,,,1,3,2006,20070423,2007,4,23,39195,2007,4,25,39197,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,70,N,5000,64093,,,5000,1870,0,146301,C,0.0161,20,529,,"tagged into same raceway as 053799, sme length  tag retention data resub 6.4.14",COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140221,FWS,FWS,7,53795,12,,,,,1,3,2006,20070423,2007,4,23,39195,2007,4,25,39197,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,75,N,5000,1432683,,,5000,1856,0,4252400,C,0.0013,15,773,,Resubmited2.21.14Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140221,FWS,FWS,7,53796,12,,,,,1,3,2006,20070423,2007,4,23,39195,2007,4,25,39197,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,73,N,5000,64885,,,5000,783,0,171202,C,0.0119,21,1090,,"Resub2.21.14tagged insameraceway as 053797,same length&tag retention data set",COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140221,FWS,FWS,7,53797,12,,,,,1,3,2006,20070423,2007,4,23,39195,2007,4,25,39197,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,73,N,5000,46377,,,5000,560,0,189933,C,0.0119,21,1090,,"Resub2.21.14tagged insameraceway as 053796, same length&tag retention data set",COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140221,FWS,FWS,7,53799,12,,,,,1,3,2006,20070423,2007,4,23,39195,2007,4,25,39197,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,70,N,5000,39208,,,5000,1144,0,171912,C,0.0284,20,529,,"Resub2.21.14taggedinsame raceway as 053798,same length&tag retention data set",COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140221,FWS,FWS,7,53864,12,,,,,1,3,2006,20070423,2007,4,23,39195,2007,4,25,39197,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,69,N,5000,64665,,,5000,544,0,147071,C,0.0083,22,839,,"Resub2.21.14taggedinsame raceway as 053865,same length&tag retention data set",COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140221,FWS,FWS,7,53865,12,,,,,1,3,2006,20070423,2007,4,23,39195,2007,4,25,39197,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,69,N,5000,41770,,,5000,351,0,170159,C,0.0083,22,839,,"Resub2.21.14taggedinsame raceway as 053864, same length&tag retention dataset",COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140221,FWS,FWS,7,53794,12,,,,,1,3,2006,20070412,2007,4,12,39184,2007,4,13,39185,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,77,N,5000,1278401,,,0,3825433,,,C,0,13,1038,,Resubmited2.21.14Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140221,FWS,FWS,7,54391,12,,,,,1,3,2007,20080423,2008,4,23,39561,2008,4,24,39562,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,80,N,5000,111161,,,0,333857,,,C,,40,676,,Resubmited2.21.14Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20090310,FWS,FWS,7,54393,12,,,,,1,3,2007,20080423,2008,4,23,39561,2008,4,24,39562,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,77,N,5000,108921,,,0,327166,,,C,,38,708,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,C,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140221,FWS,FWS,7,54465,12,,,,,1,3,2007,20080423,2008,4,23,39561,2008,4,24,39562,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,77,N,5000,220907,0,260,0,664932,,,C,0,35,852,,Resubmited2.21.14Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140221,FWS,FWS,7,54466,12,,,,,1,3,2007,20080423,2008,4,23,39561,2008,4,24,39562,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,77,N,5000,222908,,,0,669119,,,C,0,33,909,,Resubmited2.21.14Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20090310,FWS,FWS,7,54467,12,,,,,1,3,2007,20080423,2008,4,23,39561,2008,4,24,39562,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,75,N,5000,224687,,,5000,284,0,675495,C,0.0013,27,793,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,C,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54894,12,,,,,1,3,2008,20090423,2009,4,23,39926,2009,4,23,39926,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,73,N,5000,114907,,,0,344836,,,C,0,26,404,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54895,12,,,,,1,3,2008,20090423,2009,4,23,39926,2009,4,23,39926,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,77,N,5000,124228,,,0,372882,,,C,0,26,413,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54896,12,,,,,1,3,2008,20090423,2009,4,23,39926,2009,4,23,39926,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,70,N,5000,112556,,,0,338978,,,C,0.0026,24,383,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54897,12,,,,,1,3,2008,20090423,2009,4,23,39926,2009,4,23,39926,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,74,N,5000,125703,,,0,377299,,,C,0,24,407,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54898,12,,,,,1,3,2008,20090423,2009,4,23,39926,2009,4,23,39926,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,65,N,5000,112230,,,0,337961,,,C,0.0026,21,392,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54899,12,,,,,1,3,2008,20090423,2009,4,23,39926,2009,4,23,39926,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,73,N,5000,111839,,,0,336830,,,C,0.0026,19,379,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54873,12,,,,,1,3,2008,20090423,2009,4,23,39926,2009,4,23,39926,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,77,N,5000,129807,,,0,389689,,,C,0,31,376,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54890,12,,,,,1,3,2008,20090423,2009,4,23,39926,2009,4,23,39926,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,79,N,5000,109171,,,0,327691,,,C,0,21,412,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54892,12,,,,,1,3,2008,20090423,2009,4,23,39926,2009,4,23,39926,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,77,N,5000,120927,,,5000,315,0,363879,C,0.0026,27,385,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54893,12,,,,,1,3,2008,20090423,2009,4,23,39926,2009,4,23,39926,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,77,N,5000,118917,,,0,357073,,,C,0,27,409,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54887,12,,,,,1,3,2008,20090416,2009,4,16,39919,2009,4,16,39919,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,75,N,5000,115967,,,0,348232,,,C,0,23,428,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54872,12,,,,,1,3,2008,20090416,2009,4,16,39919,2009,4,16,39919,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,76,N,5000,119391,,,0,358513,,,C,0,21,389,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54885,12,,,,,1,3,2008,20090416,2009,4,16,39919,2009,4,16,39919,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,76,N,5000,114739,,,0,344500,,,C,0,26,401,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54886,12,,,,,1,3,2008,20090416,2009,4,16,39919,2009,4,16,39919,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,75,N,5000,109292,,,5000,271,0,328915,C,0.0025,26,404,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54888,12,,,,,1,3,2008,20090416,2009,4,16,39919,2009,4,16,39919,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,74,N,5000,124628,0,312,0,375046,,,C,0,23,401,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54889,12,,,,,1,3,2008,20090416,2009,4,16,39919,2009,4,16,39919,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,77,N,5000,113350,,,0,340285,,,C,0,21,412,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54891,12,,,,,1,3,2008,20090416,2009,4,16,39919,2009,4,16,39919,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,75,N,5000,117384,,,0,352405,,,C,0,31,415,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54874,12,,,,,1,3,2008,20090409,2009,4,9,39912,2009,4,9,39912,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,78,N,5000,118116,,,0,354644,,,C,0,23,404,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54875,12,,,,,1,3,2008,20090409,2009,4,9,39912,2009,4,9,39912,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,76,N,5000,112979,,,0,339299,,,C,0,27,397,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140604,FWS,FWS,7,54876,12,,,,,1,3,2008,20090409,2009,4,9,39912,2009,4,9,39912,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,78,N,5000,105755,,,0,317638,,,C,0,27,393,,Production Resubmitted 6.4.14,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54877,12,,,,,1,3,2008,20090409,2009,4,9,39912,2009,4,9,39912,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,76,N,5000,108337,,,0,325459,,,C,0,20,402,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140604,FWS,FWS,7,54878,12,,,,,1,3,2008,20090409,2009,4,9,39912,2009,4,9,39912,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,74,N,5000,118706,,,0,356319,,,C,0,21,397,,Production resubmit 6.4.14,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20140604,FWS,FWS,7,54880,12,,,,,1,3,2008,20090409,2009,4,9,39912,2009,4,9,39912,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,75,N,5000,119514,,,0,358696,,,C,0,16,381,,Production Resubmitted 6.4.14,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54881,12,,,,,1,3,2008,20090409,2009,4,9,39912,2009,4,9,39912,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,74,N,5000,106531,,,0,319908,,,C,0,16,408,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20110216,FWS,FWS,7,54882,12,,,,,1,3,2008,20090409,2009,4,9,39912,2009,4,9,39912,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,77,N,5000,118755,,,5000,306,0,357300,C,0.0026,14,389,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
